order_id,product_id,seller_id,price
eb24cc40-cb86-4b0c-8f0d-709e1bd49399,01b695fb-07fa-412d-8b88-1688452e94d0,e3d6a60b-61c7-472b-8a42-7f3150b7cf54,73.95
d1fab677-0ee6-4c0b-a0fe-63c87f86ca66,11608503-8a00-43ec-96ae-cf881100bdae,261fe217-4a4b-490b-a1a8-b3eba53b0e51,15.66
d1fab677-0ee6-4c0b-a0fe-63c87f86ca66,abfcd66c-e05f-491a-a994-9d1486a3daa1,e0ab61cf-32ab-41a1-b681-2e8a9a1a15e7,30.34
004726b7-2175-4623-8f1e-1ec29024ba6c,5fa3ede4-7674-41e6-afce-3d4f17d9d53a,72bf9d0c-4b68-47be-a5ad-8abbddd56440,60.33
004726b7-2175-4623-8f1e-1ec29024ba6c,b5bca874-57c8-4dbd-ad84-e65884043c5b,866cb4ea-b653-4408-bdd1-2a4e1026246a,170.14
004726b7-2175-4623-8f1e-1ec29024ba6c,abe93634-5193-464a-9252-7f8d0e2697f8,acd43b33-0b00-4d8c-a7a2-13c9e14b32ad,14.5
7a474849-e868-42bd-8d88-47d9ecca5f80,a99698cb-b078-407e-8958-90ad183cfb51,ae9bfdd6-a87d-4bc6-b006-e399bcc83c32,181.92
bfc66a59-e767-4a11-aff8-739a56c6e3d0,11da2497-ff61-4fda-961d-4438ed7b401f,fce6cfcd-c158-4c34-92ab-14878adfa72c,180.81
bfc66a59-e767-4a11-aff8-739a56c6e3d0,5b78b8ff-0a94-4dd1-986a-a5db68d155e9,35915668-821d-418c-9864-cc365c89dd57,107.94
bfc66a59-e767-4a11-aff8-739a56c6e3d0,4deaa342-1fe8-4c28-b37c-e74fb66ea19c,8cf60c6f-7587-4770-833c-e562366394b1,94.01
cd912d85-4564-4f73-984c-6f04dbb9a6cc,7c8b7e0c-1db7-432f-84f5-813e4dbf1376,f842a991-dc6b-4578-8fe5-0c96af2f7d1b,120.04
69850b10-4f2f-4be4-95ed-0ef3758b56da,af5ae8a9-f077-4a2a-a4a4-1e226555a85f,224417e8-81a1-49bf-85f5-54e5e5ff5325,120.68
69850b10-4f2f-4be4-95ed-0ef3758b56da,49fe049b-8e45-4d30-9544-7b4b4fbc5b9f,e85b9e79-d801-4e17-b2b2-7f12fe3fb5fd,23.46
69850b10-4f2f-4be4-95ed-0ef3758b56da,bf460ed5-b2c9-4b0a-8894-09577eb3a03f,a76468a9-22a6-4a56-9479-6743516e2366,56.36
c9f7073b-f584-4323-811b-f2a24256b9a7,379719e1-206a-4db2-9ef5-ad992d1ca9fd,c61221bb-0579-4689-b3ee-b8c5678f85dc,67.0
43cb556e-eca5-4ab1-9c9f-4ae4e30dfa76,4bbad224-e4e4-4c38-bc04-14cbb99c14c6,2d20d91d-6d61-4314-bb1e-bfc0d835ac99,70.07
43cb556e-eca5-4ab1-9c9f-4ae4e30dfa76,8dea0454-d74e-4770-a80e-ddd7fa657b68,72bf9d0c-4b68-47be-a5ad-8abbddd56440,188.67
43afe573-7560-4acc-88f7-c9d72529cdcb,efba4d6f-768c-4e4a-b911-7cb20759d811,6dec2dc8-a1fc-4cb8-a691-fa9ab00b0961,74.24
ce211804-da25-45c6-92ea-95465cf3b030,de5abf90-a8e1-456e-aef7-c871fd5a01e2,5cee82cb-c2a9-41e9-b813-9aaa6770a389,176.96
ce211804-da25-45c6-92ea-95465cf3b030,7d3b2e9b-be3b-4c9c-bc7e-0ae3e0773be3,33d7e48a-5ab6-4085-9a3f-97ca088ea891,131.6
c40f9fda-4573-4c5d-83b0-4e32dec0aa0f,4be63e17-48f3-47b8-88f8-526aa94bc460,9fe83a21-6c88-40e1-8c47-508a33ee24ef,113.66
c40f9fda-4573-4c5d-83b0-4e32dec0aa0f,522587f1-409d-4f9a-a28d-57323b5da350,d36abc88-e0ec-4db7-84f8-b9878f30a58b,134.26
c40f9fda-4573-4c5d-83b0-4e32dec0aa0f,1a58834f-84f0-4e0b-9696-c4ea0b365430,77ec0df8-c8a6-47e2-870c-404eaf8cbd38,90.4
18c7d6a4-ad73-42bf-bf18-b55179c3141b,7025f788-e7af-4398-9663-2906226e379a,ea63a4a5-0112-491e-af77-2980b7c3b0d7,60.16
e099048e-23f8-4e27-a6b3-3abf127e3324,f10a7d0c-54f5-4cfe-adcb-e4c673def55a,e0ab61cf-32ab-41a1-b681-2e8a9a1a15e7,73.86
6d8a726d-89b2-4434-b1aa-67cfead35d77,833575e6-c96a-42d1-89a2-b209a6f11126,e85b9e79-d801-4e17-b2b2-7f12fe3fb5fd,64.98
6d8a726d-89b2-4434-b1aa-67cfead35d77,632c13a0-c0d8-4d2a-9e92-e89fa11bbfe1,2d20d91d-6d61-4314-bb1e-bfc0d835ac99,198.01
2f949d12-9706-4422-b594-d9ebf95aa173,ea182e8e-73a9-44d3-83cc-d2fece6dfdd2,ae9bfdd6-a87d-4bc6-b006-e399bcc83c32,66.37
2f949d12-9706-4422-b594-d9ebf95aa173,0065d08d-e6d8-43a0-8f4b-88f2ea78fd09,e26b6825-aeb7-4f7c-a845-08ff9c18b9b3,156.51
2f949d12-9706-4422-b594-d9ebf95aa173,58a552a4-7567-4dc0-87f8-201f883684af,b00e9a5f-d74c-4d4d-9948-aea42aeb868c,163.35
15010bf1-9b9e-4236-bb1c-1944edfff4b5,db1823d5-9558-4c0f-9633-b3d5f89910f9,0cd224e2-c235-4af9-943f-7cd343fcca8d,14.75
3c97e95c-572c-4012-a443-4ed8d817f500,2616e89a-4813-45a3-9593-ec76a96c8575,8e52384a-8af0-498e-b1c2-8e50299574d4,181.22
3c97e95c-572c-4012-a443-4ed8d817f500,4be63e17-48f3-47b8-88f8-526aa94bc460,6dec2dc8-a1fc-4cb8-a691-fa9ab00b0961,113.66
543f3feb-013d-44f9-9e9e-8541964c3d8c,324472b4-32a2-47d2-a19b-9526dc87fa21,261fe217-4a4b-490b-a1a8-b3eba53b0e51,38.14
543f3feb-013d-44f9-9e9e-8541964c3d8c,0ebc3dec-7f2e-402e-be02-0fb0aeb466f1,35915668-821d-418c-9864-cc365c89dd57,46.94
2baf5cb8-9858-46e0-a1b6-4c9309f0186c,0a9090b9-b5db-445a-9557-8f2e8faf526a,d36abc88-e0ec-4db7-84f8-b9878f30a58b,18.71
2baf5cb8-9858-46e0-a1b6-4c9309f0186c,ac1a18a5-7fd5-45b9-9a7f-b8b0218a2825,09f61736-0a85-43dd-8359-549b9be49a98,163.11
68ea8c83-d0d1-48d7-8f3a-6c934df0d301,af4326f7-3650-4a31-953b-1bbc96c791f5,6f84050b-1ae5-4a34-a9fa-189b029a3bee,89.65
74c1fdcc-5762-460c-9953-0831b5ef1702,82cc582e-5b09-4a04-a0c3-915864025f56,97c83e5d-c943-4471-8459-f2b219dca30a,46.69
74c1fdcc-5762-460c-9953-0831b5ef1702,d2e7b5c8-8206-49d7-b5aa-5b8881700280,0f3018d4-6003-48db-ad5e-0170b2962735,162.27
a90823ae-9865-4b8a-9d81-fb305b02e261,3552e1c4-e36d-4f3d-a361-78f1889cdcc7,3b5335f7-c1f7-4e36-b721-a03cb8bd4836,82.1
a90823ae-9865-4b8a-9d81-fb305b02e261,78459610-1d22-4931-8c7b-e779d04e0182,8bb8dca1-f1f7-47c5-bcbc-bcd767631ae3,86.2
858156f3-fad2-491b-a6d0-b7c982a0e179,b5957bb2-4454-446c-958b-f49fc8d13364,9fe83a21-6c88-40e1-8c47-508a33ee24ef,105.54
858156f3-fad2-491b-a6d0-b7c982a0e179,c178d3d1-618f-40e5-92a1-4fb4ac22515e,a795f932-5c5e-4a8c-9e14-6b292ae54bcb,27.62
858156f3-fad2-491b-a6d0-b7c982a0e179,9bd2b61f-e1d3-42bb-802a-34b6732b0d33,6d12d97f-253b-4950-8468-845c601797a0,23.15
a102964e-5a36-4c98-9225-21178698d64c,17877a4b-d10f-4a9d-b93a-db0b74aa9024,a76468a9-22a6-4a56-9479-6743516e2366,82.0
a102964e-5a36-4c98-9225-21178698d64c,971da8b0-506e-48df-8301-3bc83ed3319d,acd43b33-0b00-4d8c-a7a2-13c9e14b32ad,175.4
a102964e-5a36-4c98-9225-21178698d64c,889f4bab-de65-4844-a1ad-cb6f3086e2c0,fce6cfcd-c158-4c34-92ab-14878adfa72c,179.15
807623f9-e427-48b0-a90a-d7e38d63cd1d,097d0a30-fc5d-4964-85c4-53bbe32339b8,a605fc2f-68f9-454d-beb9-e7898a072dec,134.53
807623f9-e427-48b0-a90a-d7e38d63cd1d,24d02fc0-48dd-4b74-8a92-a6826fb13046,d36abc88-e0ec-4db7-84f8-b9878f30a58b,110.53
807623f9-e427-48b0-a90a-d7e38d63cd1d,b5d080f0-33a6-4999-863c-b499218a4535,261fe217-4a4b-490b-a1a8-b3eba53b0e51,177.36
37331081-d9b7-48f6-a6b7-1be1ba34ea4d,723b736c-cb14-4e6f-aac5-3150cc63e990,6dec2dc8-a1fc-4cb8-a691-fa9ab00b0961,91.26
37331081-d9b7-48f6-a6b7-1be1ba34ea4d,4bbad224-e4e4-4c38-bc04-14cbb99c14c6,02e81e7f-f72a-4923-9af5-452d0952fe1d,70.07
37331081-d9b7-48f6-a6b7-1be1ba34ea4d,5c551b49-412c-49ee-960f-56a25f121b6c,ebc595c0-ffbf-422c-8ce1-40cec7d41dcd,39.91
00d69801-ca77-481c-8282-ed43ceeabc9d,8fa873cb-c8eb-42f0-9fd5-c7893626e029,a605fc2f-68f9-454d-beb9-e7898a072dec,131.05
44eab89f-d865-4632-a60f-95819ab61763,007e84e2-b8e0-4df5-99ef-523abd732479,f64788b9-a295-4cd8-8b82-fc8bcd248ae9,50.5
283e89cf-4221-4a4f-9688-5b9445af893c,af4326f7-3650-4a31-953b-1bbc96c791f5,e3d6a60b-61c7-472b-8a42-7f3150b7cf54,89.65
52046863-ad88-477f-93a0-53188ced0e9c,26941d57-f460-4d7e-922c-01e7ff39cd0b,5b28dac1-77bd-45fa-bb5b-a8cdbd4b3e7a,146.66
52046863-ad88-477f-93a0-53188ced0e9c,7af146ac-625e-4c84-9c51-058fe31c7767,e26b6825-aeb7-4f7c-a845-08ff9c18b9b3,163.79
315c4d75-e1dd-43a0-bb4b-67b6a88bd48d,26941d57-f460-4d7e-922c-01e7ff39cd0b,77ec0df8-c8a6-47e2-870c-404eaf8cbd38,146.66
315c4d75-e1dd-43a0-bb4b-67b6a88bd48d,bc4c161a-0fa7-4dc5-854b-2c4b64586b0e,ad858a34-3dd8-4163-a3c8-477e953c435d,172.02
315c4d75-e1dd-43a0-bb4b-67b6a88bd48d,2f8df242-b2cd-40c5-a733-42fede8886e2,56bda68e-0c34-4180-bcc8-6dfd496b6c1b,43.93
ae8a35c8-349b-44bc-b498-714e7d4903a3,4f5cd1b4-8b80-4520-bb6e-180a18537e6d,35915668-821d-418c-9864-cc365c89dd57,60.39
ae8a35c8-349b-44bc-b498-714e7d4903a3,0a934cde-631a-468b-b49e-6d4a08bd9f80,830dcdcc-2441-4979-8932-ba6c1cd42fdc,85.94
ae8a35c8-349b-44bc-b498-714e7d4903a3,327b289e-6358-4647-8c2e-9c2357534077,73eab05f-fc34-4ba3-8826-145be4ae14de,106.81
a1cb49cb-8ae1-4e86-b04c-29f2413a690d,fbcd8b09-b1fa-4eb1-b25f-4c91f9880e89,5c432b9f-26bc-46fc-94e0-52c623cb7bca,68.43
a1cb49cb-8ae1-4e86-b04c-29f2413a690d,1286fa51-fcac-4654-be06-ed91df0a6262,cb8022e6-fec4-4cf0-94b5-6c25d8e5cdfa,149.93
92fc93ca-16cc-43ed-bc49-6df682beb865,de5abf90-a8e1-456e-aef7-c871fd5a01e2,d1385814-9db0-427a-a09f-80d84f105c64,176.96
92fc93ca-16cc-43ed-bc49-6df682beb865,d7a4949e-d935-4bcd-943b-ba153f4d64b3,56bda68e-0c34-4180-bcc8-6dfd496b6c1b,43.42
92fc93ca-16cc-43ed-bc49-6df682beb865,7cc2bea6-37ba-4c15-a663-b3cbd3d9b4c1,a605fc2f-68f9-454d-beb9-e7898a072dec,146.94
ce587d5c-f9bc-4bb7-9324-921ece667304,f7595168-117a-4c15-9cc3-2034b6dff10b,b0ab8ecc-279d-49f1-8978-46950085bcbd,171.25
ce587d5c-f9bc-4bb7-9324-921ece667304,1286fa51-fcac-4654-be06-ed91df0a6262,35915668-821d-418c-9864-cc365c89dd57,149.93
ce587d5c-f9bc-4bb7-9324-921ece667304,e2852a21-2a38-4c36-92d9-7315026835f9,34c3b9a9-8441-4cd2-9475-72473fe177d1,123.14
